,gradyear,gender,age,cute,shopping,Cluster
11270,2006.0,Female,18.0,0.0,0.0,3
11272,2007.0,Male,18.0,1.0,1.0,4
11275,2009.0,Female,16.0,1.0,0.0,5
11276,2007.0,Female,17.0,0.0,0.0,2
11278,2007.9999999999998,Female,16.0,0.0,0.0,5
11280,2007.9999999999998,Female,16.0,0.0,0.0,5
11281,2006.0,Male,18.0,0.0,0.0,4
11283,2006.0,Male,18.0,0.0,0.0,4
11284,2009.0,Male,16.0,0.0,0.0,1
11285,2007.0,Female,18.0,0.0,0.0,3
11286,2007.9999999999998,Female,16.0,0.0,0.0,5
11287,2007.0,Female,17.0,0.0,0.0,2
11288,2007.0,Female,17.0,0.0,0.0,2
11290,2007.0,Female,17.0,0.0,0.0,2
11291,2007.0,Female,17.0,0.0,1.0,2
11292,2007.0,Female,17.0,0.0,0.0,2
11293,2007.9999999999998,Female,16.0,0.0,2.9999999999999996,5
11294,2006.0,Male,18.0,0.0,0.0,4
11298,2007.9999999999998,Male,16.0,0.0,0.0,1
11300,2007.0,Female,18.0,0.0,1.0,3
11301,2007.9999999999998,Female,17.0,0.0,1.0,2
11303,2007.9999999999998,Female,16.0,0.0,0.0,5
11304,2009.0,Female,16.0,0.0,0.0,5
11305,2007.9999999999998,Male,17.0,0.0,0.0,1
11306,2007.0,Male,17.0,0.0,0.0,1
11307,2007.0,Female,17.0,0.0,0.0,2
11309,2007.9999999999998,Female,16.0,3.0,0.0,5
11310,2007.9999999999998,Female,17.0,0.0,1.0,2
11313,2007.9999999999998,Female,16.0,0.0,1.0,5
11314,2006.0,Female,18.0,0.0,1.0,3
11316,2006.0,Female,18.0,1.0,0.0,3
11318,2007.0,Female,18.0,1.0,1.0,3
11320,2007.0,Female,17.0,0.0,0.0,2
11322,2007.0,Female,17.0,4.0,0.0,2
11323,2006.0,Female,18.0,0.0,2.0,3
11324,2006.0,Female,18.0,0.0,0.0,3
11326,2007.9999999999998,Male,16.0,0.0,0.0,1
11328,2006.0,Female,18.0,0.0,0.0,3
11329,2007.0,Female,17.0,1.0,0.0,2
11331,2006.0,Male,19.0,0.0,0.0,4
11332,2007.9999999999998,Female,16.0,0.0,0.0,5
11333,2006.0,Male,18.0,0.0,0.0,4
11334,2007.0,Male,17.0,0.0,0.0,1
11336,2007.0,Male,17.0,0.0,0.0,1
11337,2007.0,Female,17.0,0.0,0.0,2
11339,2007.0,Female,17.0,0.0,0.0,2
11340,2007.9999999999998,Female,17.0,1.0,2.9999999999999996,2
11341,2007.9999999999998,Female,17.0,0.0,0.0,2
11342,2006.0,Female,18.0,1.0,0.0,3
11343,2007.9999999999998,Female,16.0,0.0,0.0,5
11344,2006.0,Female,18.0,0.0,1.0,3
11346,2006.0,Female,18.0,0.0,1.0,3
11352,2009.0,Female,16.0,1.0,0.0,5
11355,2007.0,Female,17.0,1.0,0.0,2
11356,2007.0,Female,17.0,0.0,0.0,2
11357,2007.0,Female,17.0,0.0,0.0,2
11358,2007.0,Male,18.0,0.0,0.0,4
11359,2007.9999999999998,Female,17.0,0.0,0.0,2
11362,2007.0,Female,17.0,0.0,2.9999999999999996,2
11364,2007.9999999999998,Female,16.0,3.0,1.0,5
11368,2007.0,Female,17.0,0.0,0.0,2
11369,2006.0,Female,18.0,0.0,0.0,3
11372,2007.9999999999998,Male,17.0,0.0,0.0,1
11375,2007.0,Male,17.0,0.0,0.0,1
11376,2006.0,Female,18.0,0.0,0.0,3
11380,2007.9999999999998,Male,16.0,0.0,0.0,1
11387,2007.9999999999998,Female,16.0,1.0,0.0,5
11388,2007.9999999999998,Female,16.0,0.0,1.0,5
11390,2007.9999999999998,Female,16.0,0.0,1.0,5
11392,2007.0,Female,17.0,0.0,0.0,2
11395,2007.9999999999998,Female,16.0,1.0,0.0,5
11397,2006.0,Male,18.0,0.0,0.0,4
11398,2007.9999999999998,Male,16.0,0.0,0.0,1
11400,2006.0,Female,18.0,0.0,0.0,3
11401,2007.0,Female,17.0,0.0,0.0,2
11402,2007.9999999999998,Female,17.0,0.0,1.0,2
11407,2007.0,Female,17.0,0.0,0.0,2
11409,2007.9999999999998,Female,16.0,0.0,1.0,5
11410,2006.0,Female,18.0,0.0,0.0,3
11415,2007.9999999999998,Female,16.0,0.0,5.0,5
11416,2007.0,Female,17.0,0.0,0.0,2
11417,2006.0,Female,18.0,0.0,0.0,3
11420,2006.0,Female,19.0,0.0,0.0,3
11421,2007.0,Female,17.0,0.0,1.0,2
11424,2007.9999999999998,Female,16.0,0.0,0.0,5
11427,2007.9999999999998,Female,16.0,1.0,0.0,5
11430,2006.0,Male,18.0,0.0,0.0,4
11432,2006.0,Female,18.0,0.0,1.0,3
11435,2007.9999999999998,Female,16.0,0.0,1.0,5
11436,2007.0,Male,17.0,0.0,0.0,1
11437,2007.9999999999998,Female,16.0,0.0,1.0,5
11439,2007.0,Female,17.0,1.0,0.0,2
11440,2007.0,Male,18.0,0.0,0.0,4
11442,2007.9999999999998,Female,16.0,1.0,0.0,5
11443,2007.0,Female,17.0,0.0,0.0,2
11446,2006.0,Male,19.0,0.0,0.0,4
11448,2006.0,Male,19.0,0.0,0.0,4
11450,2009.0,Female,16.0,0.0,0.0,5
11451,2006.0,Male,18.0,0.0,0.0,4
11452,2007.9999999999998,Female,16.0,0.0,0.0,5
11453,2007.0,Female,17.0,4.0,0.0,2
11454,2007.9999999999998,Female,16.0,0.0,0.0,5
11456,2009.0,Female,16.0,0.0,1.0,5
11457,2007.0,Female,18.0,0.0,0.0,3
11459,2007.9999999999998,Female,16.0,0.0,0.0,5
11460,2007.0,Female,17.0,2.0,1.0,2
11462,2007.0,Female,17.0,0.0,0.0,2
11463,2007.0,Female,18.0,0.0,0.0,3
11465,2006.0,Male,19.0,0.0,0.0,4
11466,2009.0,Female,16.0,0.0,0.0,5
11468,2007.9999999999998,Male,16.0,0.0,0.0,1
11470,2007.0,Female,18.0,0.0,2.0,3
11473,2006.0,Female,18.0,0.0,0.0,3
11474,2006.0,Female,18.0,1.0,0.0,3
11476,2006.0,Female,19.0,2.0,2.9999999999999996,3
11477,2006.0,Female,18.0,0.0,0.0,3
11478,2006.0,Female,18.0,0.0,0.0,3
11480,2007.9999999999998,Female,17.0,0.0,0.0,2
11481,2007.9999999999998,Female,16.0,1.0,0.0,5
11482,2007.9999999999998,Female,16.0,1.0,2.0,5
11483,2007.0,Female,17.0,0.0,0.0,2
11484,2007.9999999999998,Female,16.0,0.0,0.0,5
11486,2007.0,Male,17.0,0.0,0.0,1
11487,2006.0,Female,18.0,1.0,1.0,3
11488,2007.0,Female,18.0,3.0,0.0,3
11489,2007.9999999999998,Male,16.0,0.0,1.0,1
11490,2006.0,Female,18.0,0.0,0.0,3
11492,2007.9999999999998,Female,17.0,0.0,0.0,2
11493,2006.0,Female,18.0,0.0,1.0,3
11494,2006.0,Male,18.0,0.0,0.0,4
11496,2006.0,Female,18.0,0.0,0.0,3
11497,2006.0,Female,18.0,0.0,1.0,3
11501,2006.0,Female,17.0,0.0,0.0,2
11502,2006.0,Female,19.0,0.0,0.0,3
11503,2007.0,Male,17.0,0.0,0.0,1
11505,2007.0,Female,17.0,0.0,0.0,2
11506,2007.9999999999998,Female,16.0,2.0,0.0,5
11508,2007.9999999999998,Male,16.0,0.0,0.0,1
11510,2007.9999999999998,Female,16.0,0.0,1.0,5
11511,2007.9999999999998,Female,16.0,0.0,0.0,5
11512,2007.9999999999998,Male,17.0,0.0,0.0,1
11514,2006.0,Female,18.0,0.0,0.0,3
11523,2006.0,Male,18.0,0.0,0.0,4
11529,2006.0,Female,18.0,0.0,0.0,3
11531,2006.0,Female,18.0,0.0,1.0,3
11532,2007.9999999999998,Female,17.0,0.0,0.0,2
11533,2007.0,Female,17.0,0.0,0.0,2
11534,2006.0,Female,18.0,2.0,0.0,3
11535,2006.0,Female,19.0,3.0,1.0,3
11536,2007.0,Female,18.0,0.0,0.0,3
11537,2006.0,Female,18.0,0.0,1.0,3
11538,2006.0,Female,17.0,0.0,0.0,2
11539,2007.9999999999998,Female,16.0,0.0,1.0,5
11540,2007.0,Male,18.0,0.0,0.0,4
11541,2006.0,Male,18.0,0.0,0.0,4
11542,2006.0,Female,18.0,0.0,1.0,3
11543,2006.0,Female,18.0,1.0,1.0,3
11544,2007.0,Female,17.0,0.0,0.0,2
11547,2007.0,Female,17.0,0.0,0.0,2
11551,2007.9999999999998,Female,16.0,0.0,0.0,5
11552,2007.9999999999998,Female,16.0,0.0,0.0,5
11553,2006.0,Female,19.0,0.0,0.0,3
11555,2007.0,Female,18.0,0.0,0.0,3
11557,2007.9999999999998,Female,16.0,3.0,1.0,5
11559,2007.9999999999998,Female,16.0,0.0,1.0,5
11561,2007.9999999999998,Female,16.0,0.0,0.0,5
11563,2006.0,Female,18.0,0.0,0.0,3
11564,2006.0,Female,18.0,0.0,0.0,3
11566,2006.0,Female,19.0,0.0,0.0,3
11567,2006.0,Female,18.0,1.0,0.0,3
11569,2006.0,Female,18.0,0.0,0.0,3
11571,2009.0,Female,16.0,0.0,0.0,5
11572,2009.0,Female,16.0,0.0,0.0,5
11574,2006.0,Female,18.0,0.0,0.0,3
11575,2007.0,Female,17.0,0.0,0.0,2
11576,2009.0,Female,16.0,0.0,0.0,5
11577,2006.0,Female,18.0,0.0,1.0,3
11579,2006.0,Male,18.0,0.0,0.0,4
11585,2006.0,Female,18.0,4.0,0.0,3
11586,2006.0,Female,18.0,0.0,4.0,3
11587,2007.0,Female,17.0,0.0,1.0,2
11588,2007.0,Female,17.0,0.0,0.0,2
11589,2006.0,Male,18.0,0.0,0.0,4
11595,2006.0,Female,18.0,3.0,0.0,3
11597,2007.0,Male,17.0,0.0,0.0,1
11598,2007.0,Male,19.0,0.0,0.0,4
11599,2007.0,Female,18.0,0.0,0.0,3
11601,2007.9999999999998,Female,16.0,0.0,0.0,5
11602,2007.0,Female,17.0,0.0,1.0,2
11603,2006.0,Female,18.0,0.0,0.0,3
11604,2006.0,Female,18.0,1.0,0.0,3
11606,2007.9999999999998,Female,16.0,1.0,0.0,5
11607,2007.0,Female,17.0,2.0,1.0,2
11608,2007.0,Female,17.0,0.0,0.0,2
11609,2007.0,Male,17.0,0.0,0.0,1
11611,2007.9999999999998,Female,16.0,0.0,1.0,5
11612,2007.0,Female,17.0,0.0,0.0,2
11613,2007.0,Female,17.0,0.0,0.0,2
11616,2006.0,Female,19.0,0.0,1.0,3
11618,2007.9999999999998,Female,17.0,1.0,0.0,2
11622,2006.0,Female,19.0,2.0,1.0,3
11625,2007.0,Male,18.0,0.0,0.0,4
11626,2007.9999999999998,Female,16.0,0.0,0.0,5
11627,2006.0,Female,18.0,1.0,0.0,3
11628,2007.9999999999998,Female,16.0,0.0,1.0,5
11630,2007.9999999999998,Female,16.0,0.0,0.0,5
11631,2007.0,Male,17.0,0.0,0.0,1
11632,2006.0,Male,19.0,0.0,0.0,4
11633,2006.0,Female,19.0,0.0,0.0,3
11634,2007.0,Female,17.0,1.0,0.0,2
11636,2009.0,Female,16.0,0.0,0.0,5
11637,2007.0,Female,17.0,2.0,0.0,2
11638,2006.0,Female,18.0,0.0,0.0,3
11639,2007.9999999999998,Female,16.0,0.0,1.0,5
11640,2007.0,Female,17.0,1.0,0.0,2
11643,2006.0,Female,18.0,0.0,1.0,3
11647,2007.0,Female,18.0,0.0,0.0,3
11648,2007.0,Male,17.0,0.0,0.0,1
11649,2007.9999999999998,Male,17.0,0.0,0.0,1
11651,2007.0,Female,17.0,0.0,0.0,2
11652,2007.0,Female,18.0,0.0,0.0,3
11654,2007.9999999999998,Male,17.0,0.0,0.0,1
11655,2006.0,Female,18.0,0.0,0.0,3
11656,2006.0,Female,18.0,1.0,0.0,3
11657,2007.9999999999998,Female,16.0,0.0,0.0,5
11658,2006.0,Female,18.0,0.0,0.0,3
11660,2006.0,Female,18.0,0.0,0.0,3
11661,2007.0,Female,17.0,0.0,0.0,2
11662,2006.0,Female,18.0,0.0,0.0,3
11663,2007.9999999999998,Female,17.0,0.0,1.0,2
11667,2007.9999999999998,Female,17.0,0.0,0.0,2
11669,2007.0,Male,17.0,0.0,0.0,1
11670,2007.0,Female,17.0,0.0,0.0,2
11671,2007.0,Male,17.0,0.0,0.0,1
11672,2007.0,Female,18.0,1.0,1.0,3
11674,2007.0,Female,17.0,0.0,1.0,2
11676,2006.0,Female,18.0,1.0,0.0,3
11677,2006.0,Female,18.0,0.0,1.0,3
11678,2006.0,Female,18.0,0.0,0.0,3
11679,2009.0,Female,16.0,0.0,0.0,5
11680,2007.0,Male,17.0,0.0,0.0,1
11681,2007.0,Male,17.0,0.0,1.0,1
11683,2009.0,Female,16.0,0.0,0.0,5
11684,2007.0,Female,17.0,0.0,1.0,2
11687,2007.9999999999998,Female,17.0,0.0,0.0,2
11690,2007.0,Male,17.0,0.0,0.0,1
11691,2007.9999999999998,Female,16.0,0.0,2.9999999999999996,5
11695,2007.0,Female,18.0,0.0,1.0,3
11696,2007.0,Male,17.0,0.0,0.0,1
11697,2006.0,Female,18.0,1.0,0.0,3
11698,2007.0,Female,17.0,0.0,0.0,2
11700,2006.0,Female,18.0,0.0,0.0,3
11702,2006.0,Female,18.0,0.0,2.0,3
11704,2007.0,Female,18.0,0.0,0.0,3
11705,2007.0,Female,17.0,0.0,1.0,2
11706,2007.9999999999998,Female,16.0,0.0,0.0,5
11707,2006.0,Female,18.0,1.0,0.0,3
11708,2007.9999999999998,Female,16.0,0.0,1.0,5
11709,2007.0,Male,17.0,0.0,0.0,1
11710,2007.0,Male,17.0,0.0,0.0,1
11711,2007.0,Male,18.0,0.0,0.0,4
11712,2007.9999999999998,Female,16.0,1.0,0.0,5
11713,2006.0,Female,19.0,0.0,0.0,3
11714,2007.0,Male,17.0,0.0,0.0,1
11715,2006.0,Male,19.0,0.0,0.0,4
11717,2007.9999999999998,Female,17.0,0.0,0.0,2
11718,2007.0,Female,17.0,0.0,0.0,2
11720,2007.0,Female,17.0,0.0,1.0,2
11722,2007.9999999999998,Female,16.0,0.0,0.0,5
11723,2006.0,Female,18.0,0.0,1.0,3
11725,2007.0,Female,17.0,0.0,0.0,2
11726,2007.9999999999998,Female,16.0,0.0,0.0,5
11727,2007.9999999999998,Female,16.0,0.0,0.0,5
11728,2007.0,Male,18.0,0.0,1.0,4
11729,2006.0,Female,18.0,0.0,2.0,3
11732,2007.9999999999998,Female,17.0,0.0,0.0,2
11733,2007.0,Male,17.0,0.0,0.0,1
11736,2007.0,Female,17.0,0.0,0.0,2
11737,2006.0,Male,19.0,0.0,0.0,4
11738,2006.0,Female,19.0,1.0,0.0,3
11742,2007.9999999999998,Female,17.0,0.0,1.0,2
11744,2007.9999999999998,Female,16.0,0.0,2.0,5
11746,2007.9999999999998,Female,16.0,3.0,11.0,5
11751,2006.0,Female,19.0,0.0,0.0,3
11752,2007.9999999999998,Female,16.0,0.0,0.0,5
11753,2007.0,Female,17.0,2.0,0.0,2
11754,2006.0,Female,18.0,0.0,0.0,3
11755,2007.0,Female,18.0,0.0,0.0,3
11756,2007.0,Female,17.0,0.0,0.0,2
11761,2007.9999999999998,Female,16.0,0.0,1.0,5
11763,2007.9999999999998,Female,16.0,1.0,1.0,5
11764,2006.0,Male,18.0,0.0,0.0,4
11767,2006.0,Female,18.0,0.0,0.0,3
11769,2007.9999999999998,Male,16.0,0.0,0.0,1
11771,2007.9999999999998,Male,16.0,0.0,0.0,1
11772,2007.0,Female,17.0,0.0,0.0,2
11773,2006.0,Female,19.0,0.0,0.0,3
11774,2009.0,Female,16.0,0.0,0.0,5
11776,2007.0,Female,17.0,0.0,0.0,2
11778,2006.0,Male,18.0,0.0,0.0,4
11779,2007.0,Female,17.0,0.0,0.0,2
11781,2006.0,Female,18.0,0.0,0.0,3
11784,2007.0,Female,17.0,1.0,1.0,2
11785,2007.9999999999998,Female,16.0,0.0,0.0,5
11786,2007.9999999999998,Female,16.0,0.0,0.0,5
11788,2007.9999999999998,Female,16.0,1.0,1.0,5
11789,2006.0,Female,19.0,0.0,1.0,3
11792,2006.0,Male,18.0,0.0,0.0,4
11794,2006.0,Male,19.0,0.0,0.0,4
11795,2006.0,Female,18.0,0.0,2.0,3
11796,2009.0,Female,19.0,0.0,0.0,2
11798,2007.0,Female,17.0,0.0,1.0,2
11799,2006.0,Female,18.0,0.0,0.0,3
11800,2009.0,Female,16.0,0.0,0.0,5
11801,2006.0,Female,18.0,0.0,0.0,3
11803,2007.9999999999998,Female,17.0,0.0,1.0,2
11804,2006.0,Female,18.0,0.0,0.0,3
11805,2007.9999999999998,Female,17.0,0.0,0.0,2
11807,2009.0,Male,16.0,0.0,0.0,1
11808,2007.9999999999998,Female,16.0,0.0,0.0,5
11811,2009.0,Female,16.0,2.0,2.0,5
11812,2007.0,Male,17.0,0.0,0.0,1
11818,2007.0,Female,17.0,1.0,0.0,2
11820,2007.9999999999998,Female,16.0,0.0,0.0,5
11822,2007.0,Female,17.0,0.0,0.0,2
11824,2007.0,Female,17.0,0.0,0.0,2
11825,2007.9999999999998,Female,17.0,0.0,0.0,2
11827,2007.0,Female,18.0,0.0,0.0,3
11829,2007.0,Female,18.0,0.0,1.0,3
11831,2007.0,Female,17.0,0.0,1.0,2
11834,2007.9999999999998,Female,17.0,1.0,1.0,2
11835,2006.0,Female,19.0,1.0,1.0,3
11836,2009.0,Female,16.0,0.0,2.0,5
11837,2006.0,Female,18.0,2.0,0.0,3
11838,2007.9999999999998,Female,16.0,0.0,5.0,5
11841,2007.0,Female,17.0,0.0,0.0,2
11845,2007.0,Female,17.0,0.0,0.0,2
11846,2009.0,Female,16.0,0.0,0.0,5
11849,2007.9999999999998,Male,17.0,0.0,0.0,1
11850,2007.9999999999998,Male,16.0,0.0,0.0,1
11851,2007.9999999999998,Female,16.0,0.0,0.0,5
11852,2007.9999999999998,Female,16.0,0.0,1.0,5
11854,2006.0,Male,19.0,0.0,0.0,4
11855,2006.0,Male,18.0,0.0,0.0,4
11862,2007.9999999999998,Male,16.0,0.0,0.0,1
11866,2007.9999999999998,Female,16.0,0.0,1.0,5
11867,2009.0,Female,17.0,0.0,0.0,2
11869,2006.0,Female,18.0,0.0,0.0,3
11870,2007.9999999999998,Female,16.0,0.0,1.0,5
11874,2006.0,Male,18.0,0.0,0.0,4
11875,2006.0,Female,18.0,0.0,1.0,3
11876,2007.9999999999998,Male,17.0,0.0,0.0,1
11883,2006.0,Female,18.0,0.0,0.0,3
11885,2007.0,Female,18.0,0.0,0.0,3
11886,2006.0,Male,19.0,0.0,0.0,4
11889,2009.0,Female,16.0,0.0,0.0,5
11894,2009.0,Female,16.0,0.0,0.0,5
11895,2007.9999999999998,Female,16.0,1.0,0.0,5
11900,2007.0,Female,18.0,1.0,2.0,3
11901,2007.9999999999998,Male,16.0,0.0,0.0,1
11902,2007.9999999999998,Male,16.0,2.0,0.0,1
11903,2006.0,Female,18.0,0.0,1.0,3
11906,2007.0,Female,17.0,0.0,0.0,2
11907,2006.0,Female,18.0,0.0,0.0,3
11910,2006.0,Female,18.0,0.0,0.0,3
11912,2009.0,Female,16.0,1.0,1.0,5
11916,2006.0,Female,18.0,0.0,0.0,3
11917,2007.9999999999998,Female,16.0,0.0,2.0,5
11919,2006.0,Female,19.0,2.0,0.0,3
11920,2006.0,Male,19.0,0.0,0.0,4
11921,2007.0,Female,18.0,0.0,0.0,3
11922,2007.0,Male,17.0,0.0,0.0,1
11924,2007.9999999999998,Male,17.0,0.0,0.0,1
11926,2007.9999999999998,Female,16.0,0.0,0.0,5
11927,2007.9999999999998,Female,16.0,0.0,1.0,5
11928,2007.0,Female,17.0,0.0,2.0,2
11929,2007.0,Female,17.0,0.0,0.0,2
11930,2006.0,Male,18.0,0.0,0.0,4
11931,2007.9999999999998,Male,16.0,0.0,0.0,1
11932,2006.0,Female,18.0,0.0,1.0,3
11933,2007.9999999999998,Male,16.0,0.0,0.0,1
11934,2007.0,Female,18.0,0.0,0.0,3
11935,2007.0,Female,18.0,0.0,1.0,3
11936,2007.0,Male,19.0,0.0,0.0,4
11938,2006.0,Male,18.0,0.0,0.0,4
11940,2007.0,Male,17.0,0.0,0.0,1
11941,2006.0,Female,19.0,0.0,0.0,3
11943,2006.0,Female,18.0,1.0,2.9999999999999996,3
11945,2006.0,Male,18.0,0.0,0.0,4
11947,2009.0,Male,17.0,0.0,0.0,1
11951,2007.0,Female,18.0,0.0,1.0,3
11953,2007.9999999999998,Female,16.0,0.0,0.0,5
11954,2007.9999999999998,Female,16.0,0.0,1.0,5
11955,2007.0,Female,18.0,0.0,1.0,3
11957,2007.0,Female,17.0,1.0,0.0,2
11959,2007.0,Female,17.0,0.0,1.0,2
11961,2007.9999999999998,Male,16.0,0.0,0.0,1
11963,2007.0,Female,17.0,1.0,2.0,2
11964,2006.0,Female,19.0,2.0,1.0,3
11965,2006.0,Male,18.0,0.0,0.0,4
11967,2006.0,Female,18.0,0.0,0.0,3
11968,2006.0,Female,19.0,0.0,0.0,3
11970,2007.9999999999998,Female,16.0,0.0,0.0,5
11972,2007.9999999999998,Female,16.0,0.0,0.0,5
11974,2007.9999999999998,Female,16.0,2.0,0.0,5
11976,2006.0,Female,18.0,1.0,0.0,3
11977,2009.0,Female,16.0,0.0,1.0,5
11978,2007.0,Female,17.0,0.0,1.0,2
11980,2007.0,Female,17.0,0.0,0.0,2
11986,2007.0,Female,17.0,0.0,0.0,2
11989,2006.0,Female,18.0,1.0,0.0,3
11991,2007.9999999999998,Female,16.0,0.0,0.0,5
11992,2007.0,Female,18.0,0.0,0.0,3
11994,2006.0,Female,18.0,0.0,0.0,3
11995,2007.0,Female,18.0,0.0,0.0,3
11996,2009.0,Female,16.0,1.0,0.0,5
11997,2007.0,Female,17.0,1.0,1.0,2
12000,2009.0,Female,16.0,0.0,2.0,5
12001,2009.0,Female,16.0,0.0,2.9999999999999996,5
12002,2009.0,Male,16.0,0.0,0.0,1
12005,2007.9999999999998,Male,16.0,0.0,0.0,1
12006,2007.9999999999998,Female,17.0,0.0,0.0,2
12008,2007.0,Female,17.0,0.0,0.0,2
12010,2007.0,Female,17.0,0.0,0.0,2
12015,2006.0,Female,18.0,0.0,0.0,3
12019,2007.9999999999998,Female,16.0,0.0,0.0,5
12020,2007.0,Female,17.0,0.0,0.0,2
12021,2009.0,Female,16.0,0.0,0.0,5
12023,2006.0,Male,19.0,0.0,0.0,4
12024,2006.0,Female,18.0,1.0,0.0,3
12025,2006.0,Male,18.0,0.0,1.0,4
12027,2007.9999999999998,Female,16.0,0.0,0.0,5
12028,2007.9999999999998,Female,16.0,0.0,0.0,5
12029,2009.0,Male,16.0,0.0,0.0,1
12033,2007.0,Female,16.0,0.0,0.0,2
12034,2007.9999999999998,Female,16.0,0.0,0.0,5
12037,2006.0,Male,18.0,0.0,0.0,4
12039,2006.0,Female,19.0,0.0,0.0,3
12041,2007.9999999999998,Female,16.0,0.0,0.0,5
12042,2007.9999999999998,Female,16.0,0.0,0.0,5
12043,2007.0,Female,17.0,0.0,0.0,2
12045,2007.0,Female,17.0,0.0,0.0,2
12046,2007.0,Female,18.0,2.0,1.0,3
12049,2007.0,Male,17.0,0.0,0.0,1
12050,2007.0,Male,17.0,0.0,0.0,1
12052,2007.9999999999998,Female,16.0,0.0,0.0,5
12053,2006.0,Female,18.0,0.0,0.0,3
12055,2007.9999999999998,Female,16.0,0.0,0.0,5
12056,2006.0,Female,18.0,0.0,0.0,3
12057,2006.0,Female,18.0,0.0,0.0,3
12058,2009.0,Female,16.0,0.0,0.0,5
12059,2007.0,Male,17.0,0.0,0.0,1
12060,2007.9999999999998,Male,16.0,0.0,0.0,1
12061,2007.0,Female,17.0,1.0,0.0,2
12063,2009.0,Male,16.0,0.0,0.0,1
12064,2006.0,Female,18.0,0.0,0.0,3
12065,2007.0,Male,18.0,0.0,0.0,4
12067,2006.0,Female,18.0,1.0,1.0,3
12068,2009.0,Male,16.0,0.0,0.0,1
12069,2007.9999999999998,Male,17.0,0.0,0.0,1
12071,2007.0,Female,17.0,0.0,0.0,2
12073,2007.9999999999998,Female,16.0,0.0,0.0,5
12074,2007.9999999999998,Male,17.0,0.0,0.0,1
12075,2009.0,Male,17.0,0.0,0.0,1
12076,2006.0,Female,18.0,1.0,0.0,3
12077,2009.0,Female,16.0,0.0,0.0,5
12078,2006.0,Male,18.0,0.0,0.0,4
12080,2007.0,Female,17.0,2.0,0.0,2
12081,2006.0,Female,18.0,0.0,0.0,3
12084,2009.0,Female,16.0,0.0,0.0,5
12086,2006.0,Female,18.0,0.0,1.0,3
12087,2007.0,Female,17.0,0.0,0.0,2
12088,2007.0,Male,17.0,1.0,0.0,1
12089,2006.0,Female,18.0,1.0,0.0,3
12091,2006.0,Male,18.0,0.0,0.0,4
12093,2007.0,Female,17.0,0.0,0.0,2
12095,2006.0,Male,19.0,0.0,0.0,4
12096,2007.9999999999998,Female,17.0,2.0,1.0,2
12097,2007.0,Male,17.0,0.0,1.0,1
12098,2007.0,Male,18.0,0.0,0.0,4
12099,2006.0,Female,18.0,0.0,2.9999999999999996,3
12102,2006.0,Female,19.0,0.0,0.0,3
12104,2007.9999999999998,Female,16.0,0.0,0.0,5
12106,2007.9999999999998,Female,16.0,0.0,0.0,5
12107,2006.0,Female,18.0,0.0,1.0,3
12109,2007.0,Male,18.0,0.0,0.0,4
12110,2007.0,Female,17.0,1.0,0.0,2
12113,2007.0,Female,17.0,0.0,0.0,2
12115,2007.9999999999998,Female,16.0,0.0,1.0,5
12116,2007.9999999999998,Male,16.0,0.0,0.0,1
12118,2009.0,Female,16.0,1.0,0.0,5
12120,2006.0,Female,18.0,0.0,0.0,3
12121,2009.0,Male,16.0,0.0,0.0,1
12122,2007.9999999999998,Female,16.0,1.0,2.0,5
12123,2007.0,Female,17.0,0.0,0.0,2
12126,2009.0,Female,16.0,0.0,0.0,5
12127,2007.9999999999998,Female,16.0,0.0,0.0,5
12129,2007.0,Female,17.0,1.0,1.0,2
12131,2007.9999999999998,Female,16.0,2.0,0.0,5
12133,2006.0,Female,18.0,0.0,0.0,3
12134,2006.0,Female,19.0,0.0,0.0,3
12140,2007.0,Female,17.0,0.0,0.0,2
12141,2007.9999999999998,Female,16.0,0.0,1.0,5
12142,2007.9999999999998,Female,16.0,0.0,0.0,5
12143,2007.0,Female,17.0,1.0,0.0,2
12144,2007.9999999999998,Female,16.0,1.0,0.0,5
12145,2009.0,Male,17.0,0.0,0.0,1
12146,2007.0,Female,18.0,0.0,1.0,3
12147,2007.9999999999998,Female,16.0,0.0,2.0,5
12149,2007.9999999999998,Female,17.0,1.0,0.0,2
12150,2007.9999999999998,Female,16.0,0.0,0.0,5
12152,2006.0,Female,18.0,0.0,1.0,3
12154,2006.0,Female,18.0,0.0,1.0,3
12155,2007.9999999999998,Female,17.0,0.0,0.0,2
12158,2007.0,Female,17.0,0.0,1.0,2
12160,2006.0,Female,19.0,0.0,0.0,3
12161,2007.9999999999998,Female,16.0,0.0,0.0,5
12163,2007.0,Female,17.0,0.0,1.0,2
12165,2007.0,Female,17.0,0.0,0.0,2
12167,2006.0,Female,18.0,0.0,1.0,3
12168,2007.9999999999998,Female,16.0,0.0,0.0,5
12171,2007.9999999999998,Female,17.0,0.0,2.0,2
12172,2007.0,Female,17.0,0.0,1.0,2
12174,2007.9999999999998,Female,16.0,1.0,4.0,5
12175,2007.9999999999998,Female,16.0,1.0,1.0,5
12176,2007.0,Female,17.0,0.0,2.0,2
12178,2006.0,Male,18.0,0.0,0.0,4
12180,2009.0,Male,16.0,0.0,0.0,1
12182,2007.0,Female,17.0,1.0,1.0,2
12183,2007.9999999999998,Female,16.0,0.0,0.0,5
12185,2006.0,Female,19.0,0.0,0.0,3
12186,2007.0,Female,17.0,0.0,1.0,2
